"Regionale kerncijfers Nederland"
""
"";"";"Onderwerp"
"";"";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Voortgezet onderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsopleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Beroepsbegeleidende leerweg";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Hoger beroepsonderwijs";"Onderwijs|Naar woongemeente|Leerlingen/studenten|Wetenschappelijk onderwijs"
"Perioden";"Regio's";"aantal";"aantal";"aantal";"aantal";"aantal"
"2016";"Bloemendaal";"1929";"215";"51";"322";"352"
"2016";"Boekel";"674";"283";"103";"250";"35"
"2016";"Boxmeer";"1823";"753";"201";"700";"173"
"2016";"Boxtel";"1923";"662";"193";"693";"177"
"2016";"Breda";"10394";"3465";"875";"9515";"1443"
"2016";"Breukelen";"";"";"";"";""
"2016";"Budel";"";"";"";"";""
"2016";"Bunnik";"1052";"212";"65";"275";"223"
"2016";"Bunschoten";"1386";"446";"305";"426";"85"
"2016";"Bussum";"";"";"";"";""
"2016";"Castricum";"2365";"644";"230";"897";"321"
"2016";"Chaam";"";"";"";"";""
"2016";"Cothen";"";"";"";"";""
"2016";"Cranendonck";"993";"376";"131";"420";"113"
"2016";"Cuijk";"1576";"610";"162";"563";"127"
"2016";"Deurne";"1784";"766";"254";"723";"176"
"2016";"Diemen";"1390";"568";"70";"1471";"1372"
"2016";"Diessen";"";"";"";"";""
"2016";"Dijk en Waard";"";"";"";"";""
"2016";"Dinteloord en Prinsenland";"";"";"";"";""
"2016";"Dongen";"1554";"569";"192";"559";"153"
"2016";"Doorn";"";"";"";"";""
"2016";"Drechterland";"1296";"451";"165";"385";"98"
"2016";"Driebergen-Rijsenburg";"";"";"";"";""
"2016";"Drimmelen";"1509";"653";"231";"522";"122"
"2016";"Drunen";"";"";"";"";""
"2016";"Den Dungen";"";"";"";"";""
"2016";"Dussen";"";"";"";"";""
"2016";"Edam-Volendam";"2411";"682";"266";"712";"335"
"2016";"Eemnes";"692";"190";"52";"188";"50"
"2016";"Eersel";"1079";"399";"146";"388";"119"
"2016";"Egmond";"";"";"";"";""
"2016";"Eindhoven";"11012";"3922";"1035";"8510";"7244"
"2016";"Enkhuizen";"1012";"349";"132";"308";"73"
"2016";"Esch";"";"";"";"";""
"2016";"Etten-Leur";"2534";"865";"246";"931";"195"
"2016";"Fijnaart en Heijningen";"";"";"";"";""
"2016";"Geertruidenberg";"1212";"437";"202";"384";"86"
"2016";"Geldrop";"";"";"";"";""
"2016";"Geldrop-Mierlo";"2361";"799";"248";"854";"270"
"2016";"Gemert";"";"";"";"";""
"2016";"Gooise Meren";"4350";"687";"189";"940";"569"
"2016";"Graft-De Rijp";"";"";"";"";""
"2016";"'s-Graveland";"";"";"";"";""
"2016";"Haarlem";"8364";"2456";"650";"3842";"1710"
"2016";"Haarlemmerliede en Spaarnwoude";"372";"111";"38";"121";"51"
"2016";"Haarlemmermeer";"10282";"2981";"766";"3269";"1444"
"2016";"Harenkarspel";"";"";"";"";""
"2016";"Harmelen";"";"";"";"";""
"2016";"Heemskerk";"2252";"900";"337";"856";"286"
"2016";"Heemstede";"1892";"252";"51";"386";"282"
"2016";"Heerhugowaard";"3679";"1224";"459";"1045";"263"
"2016";"Heiloo";"1603";"366";"98";"530";"215"
"2016";"Den Helder";"3080";"1477";"604";"780";"115"
"2016";"Hilversum";"5539";"1502";"401";"1969";"838"
"2016";"Hollands Kroon";"3081";"1246";"438";"793";"138"
"2016";"Hoorn";"4404";"1707";"443";"1434";"450"
"2016";"Houten";"3815";"835";"227";"1134";"535"
"2016";"Huizen";"2688";"722";"217";"834";"290"
"2016";"IJsselstein";"2577";"743";"240";"712";"281"
"2016";"Koggenland";"1562";"577";"218";"447";"129"
"2016";"Landsmeer";"703";"185";"63";"210";"115"
"2016";"Langbroek";"";"";"";"";""
"2016";"Langedijk";"1937";"644";"260";"565";"146"
"2016";"Laren (NH.)";"779";"89";"17";"133";"101"
"2016";"Leersum";"";"";"";"";""
"2016";"Leusden";"1990";"528";"186";"642";"216"
"2016";"Limmen";"";"";"";"";""
"2016";"Loenen";"";"";"";"";""
"2016";"Loosdrecht";"";"";"";"";""
"2016";"Lopik";"1037";"374";"177";"314";"102"
"2016";"Maarn";"";"";"";"";""
"2016";"Maarssen";"";"";"";"";""
"2016";"Maartensdijk";"";"";"";"";""
"2016";"Medemblik";"2843";"994";"325";"743";"183"
"2016";"Montfoort";"962";"341";"106";"316";"114"
"2016";"Muiden";"";"";"";"";""
"2016";"Naarden";"";"";"";"";""
"2016";"Nederhorst den Berg";"";"";"";"";""
"2016";"Niedorp";"";"";"";"";""
"2016";"Nieuwegein";"3450";"1216";"381";"1220";"468"
"2016";"Noorder-Koggenland";"";"";"";"";""
"2016";"Obdam";"";"";"";"";""
"2016";"Oostzaan";"618";"201";"66";"189";"87"
"2016";"Opmeer";"759";"272";"99";"286";"59"
"2016";"Ouder-Amstel";"958";"184";"25";"265";"188"
"2016";"Oudewater";"646";"229";"81";"229";"49"
"2016";"Purmerend";"4712";"1901";"607";"1737";"584"
"2016";"Renswoude";"364";"124";"57";"89";"23"
"2016";"Rhenen";"1289";"388";"145";"342";"119"
"2016";"De Ronde Venen";"2991";"801";"257";"920";"411"
"2016";"Schagen";"2913";"1095";"414";"882";"203"
"2016";"Schermer";"";"";"";"";""
"2016";"Schoorl";"";"";"";"";""
"2016";"Soest";"3094";"948";"220";"873";"337"
"2016";"Stede Broec";"1419";"546";"153";"373";"109"
"2016";"Stichtse Vecht";"3912";"1108";"387";"1208";"511"
"2016";"Texel";"924";"238";"96";"110";"37"
"2016";"Uitgeest";"907";"343";"116";"346";"111"
"2016";"Uithoorn";"1965";"588";"142";"611";"263"
"2016";"Utrecht (gemeente)";"16103";"5423";"1047";"13984";"19475"
"2016";"Utrechtse Heuvelrug";"3403";"767";"257";"825";"386"
"2016";"Veenendaal";"4215";"1587";"434";"1532";"432"
"2016";"Velsen";"4118";"1631";"534";"1321";"519"
"2016";"Venhuizen";"";"";"";"";""
"2016";"Vianen";"1236";"458";"149";"350";"112"
"2016";"Vijfheerenlanden";"";"";"";"";""
"2016";"Vleuten-De Meern";"";"";"";"";""
"2016";"Waterland";"1097";"276";"83";"324";"164"
"2016";"Weesp";"1042";"324";"60";"386";"151"
"2016";"Wervershoof";"";"";"";"";""
"2016";"Wester-Koggenland";"";"";"";"";""
"2016";"Wieringen";"";"";"";"";""
"2016";"Wieringermeer";"";"";"";"";""
"2016";"Wijdemeren";"1592";"411";"103";"414";"174"
"2016";"Wijk bij Duurstede";"1547";"543";"172";"416";"124"
"2016";"Woerden";"3522";"1075";"313";"1163";"413"
"2016";"Wognum";"";"";"";"";""
"2016";"Wormerland";"1000";"372";"139";"332";"100"
"2016";"Woudenberg";"917";"248";"137";"304";"77"
"2016";"Zaanstad";"8799";"3693";"1120";"3111";"1048"
"2016";"Zandvoort";"830";"254";"86";"259";"120"
"2016";"Zeevang";"";"";"";"";""
"2016";"Zeist";"4070";"959";"231";"1306";"1174"
"2016";"Zijpe";"";"";"";"";""
"2017";"Aalburg";"876";"255";"178";"259";"55"
"2017";"Aalsmeer";"2183";"531";"157";"626";"282"
"2017";"Aarle-Rixtel";"";"";"";"";""
"2017";"Abcoude";"";"";"";"";""
"2017";"Akersloot";"";"";"";"";""
"2017";"Alkmaar";"5877";"2142";"798";"2336";"737"
"2017";"Alphen en Riel";"";"";"";"";""
"2017";"Alphen-Chaam";"594";"192";"82";"224";"56"
"2017";"Altena";"";"";"";"";""
"2017";"Amerongen";"";"";"";"";""
"2017";"Amersfoort";"10297";"3361";"817";"3943";"1413"
"2017";"Amstelveen";"4764";"954";"194";"1904";"3033"
"2017";"Amsterdam";"37238";"14224";"2341";"24290";"29270"
"2017";"Andijk";"";"";"";"";""
"2017";"Anna Paulowna";"";"";"";"";""
"2017";"Asten";"1029";"336";"104";"377";"78"
"2017";"Baarle-Nassau";"303";"91";"38";"110";"17"
"2017";"Baarn";"1456";"402";"140";"434";"194"
"2017";"Bakel en Milheeze";"";"";"";"";""
"2017";"Beek en Donk";"";"";"";"";""
"2017";"Beemster";"551";"198";"43";"200";"75"
"2017";"Bennebroek";"";"";"";"";""
"2017";"Bergeijk";"1073";"417";"134";"419";"105"
"2017";"Bergen (NH.)";"1820";"442";"194";"512";"226"
"2017";"Bergen op Zoom";"3694";"1423";"442";"1349";"343"
"2017";"Bergeyk";"";"";"";"";""
"2017";"Berkel-Enschot";"";"";"";"";""
"2017";"Berlicum";"";"";"";"";""
"2017";"Bernheze";"2010";"718";"268";"786";"203"
"2017";"Best";"1954";"730";"193";"775";"225"
"2017";"Beverwijk";"2232";"942";"330";"770";"234"
"2017";"De Bilt";"3018";"555";"175";"845";"660"
"2017";"Bladel";"1218";"457";"149";"419";"100"
"2017";"Bladel en Netersel";"";"";"";"";""
"2017";"Blaricum";"731";"119";"36";"159";"123"
"2017";"Bloemendaal";"1940";"221";"44";"367";"381"
"2017";"Boekel";"681";"259";"124";"255";"54"
"2017";"Boxmeer";"1774";"743";"209";"733";"208"
"2017";"Boxtel";"1880";"659";"203";"687";"216"
"2017";"Breda";"10425";"3470";"913";"9550";"1629"
"2017";"Breukelen";"";"";"";"";""
"2017";"Budel";"";"";"";"";""
"2017";"Bunnik";"1009";"219";"66";"334";"245"
"2017";"Bunschoten";"1335";"452";"315";"462";"104"
"2017";"Bussum";"";"";"";"";""
"2017";"Castricum";"2323";"621";"215";"940";"374"
"2017";"Chaam";"";"";"";"";""
"2017";"Cothen";"";"";"";"";""
"2017";"Cranendonck";"975";"372";"121";"410";"114"
"2017";"Cuijk";"1478";"591";"175";"637";"150"
"2017";"Deurne";"1691";"714";"261";"763";"185"
"2017";"Diemen";"1362";"521";"86";"1463";"1394"
"2017";"Diessen";"";"";"";"";""
"2017";"Dijk en Waard";"";"";"";"";""
"2017";"Dinteloord en Prinsenland";"";"";"";"";""
"2017";"Dongen";"1524";"580";"195";"573";"176"
"2017";"Doorn";"";"";"";"";""
"2017";"Drechterland";"1297";"466";"164";"381";"109"
"2017";"Driebergen-Rijsenburg";"";"";"";"";""
"2017";"Drimmelen";"1453";"658";"239";"498";"147"
"2017";"Drunen";"";"";"";"";""
"2017";"Den Dungen";"";"";"";"";""
"2017";"Dussen";"";"";"";"";""
"2017";"Edam-Volendam";"2421";"654";"300";"711";"372"
"2017";"Eemnes";"649";"196";"59";"190";"65"
"2017";"Eersel";"1030";"375";"155";"415";"133"
"2017";"Egmond";"";"";"";"";""
"2017";"Eindhoven";"10953";"3917";"1110";"8461";"7476"
"2017";"Enkhuizen";"1002";"354";"136";"304";"66"
"2017";"Esch";"";"";"";"";""
"2017";"Etten-Leur";"2587";"903";"243";"963";"211"
"2017";"Fijnaart en Heijningen";"";"";"";"";""
"2017";"Geertruidenberg";"1230";"444";"203";"360";"88"
"2017";"Geldrop";"";"";"";"";""
"2017";"Geldrop-Mierlo";"2348";"819";"269";"844";"288"
"2017";"Gemert";"";"";"";"";""
"2017";"Gooise Meren";"4396";"692";"176";"1016";"673"
"2017";"Graft-De Rijp";"";"";"";"";""
"2017";"'s-Graveland";"";"";"";"";""
"2017";"Haarlem";"8465";"2406";"634";"3724";"1849"
"2017";"Haarlemmerliede en Spaarnwoude";"337";"126";"40";"115";"64"
"2017";"Haarlemmermeer";"10324";"3101";"734";"3354";"1546"
"2017";"Harenkarspel";"";"";"";"";""
"2017";"Harmelen";"";"";"";"";""
"2017";"Heemskerk";"2142";"926";"341";"836";"325"
"2017";"Heemstede";"1910";"243";"49";"413";"332"
"2017";"Heerhugowaard";"3595";"1290";"461";"1112";"258"
"2017";"Heiloo";"1642";"357";"85";"543";"234"
"2017";"Den Helder";"2862";"1476";"641";"784";"145"
"2017";"Hilversum";"5625";"1503";"405";"1861";"906"
"2017";"Hollands Kroon";"2927";"1300";"512";"855";"154"
"2017";"Hoorn";"4318";"1739";"461";"1460";"489"
"2017";"Houten";"3877";"825";"234";"1176";"617"
"2017";"Huizen";"2618";"712";"219";"856";"350"
"2017";"IJsselstein";"2533";"788";"244";"727";"337"
"2017";"Koggenland";"1542";"538";"232";"482";"121"
"2017";"Landsmeer";"673";"193";"52";"224";"126"
"2017";"Langbroek";"";"";"";"";""
"2017";"Langedijk";"1915";"624";"264";"606";"159"
"2017";"Laren (NH.)";"790";"96";"14";"125";"123"
"2017";"Leersum";"";"";"";"";""
"2017";"Leusden";"1960";"527";"183";"694";"238"
"2017";"Limmen";"";"";"";"";""
"2017";"Loenen";"";"";"";"";""
"2017";"Loosdrecht";"";"";"";"";""
"2017";"Lopik";"1027";"363";"188";"314";"125"
"2017";"Maarn";"";"";"";"";""
"2017";"Maarssen";"";"";"";"";""
"2017";"Maartensdijk";"";"";"";"";""
"2017";"Medemblik";"2723";"1017";"354";"818";"219"
"2017";"Montfoort";"960";"334";"125";"334";"114"
"2017";"Muiden";"";"";"";"";""
"2017";"Naarden";"";"";"";"";""
"2017";"Nederhorst den Berg";"";"";"";"";""
"2017";"Niedorp";"";"";"";"";""
"2017";"Nieuwegein";"3390";"1252";"435";"1252";"512"
"2017";"Noorder-Koggenland";"";"";"";"";""
"2017";"Obdam";"";"";"";"";""
"2017";"Oostzaan";"587";"203";"70";"211";"95"
"2017";"Opmeer";"731";"290";"113";"313";"71"
"2017";"Ouder-Amstel";"969";"178";"30";"261";"198"
"2017";"Oudewater";"626";"219";"75";"254";"72"
"2017";"Purmerend";"4706";"1909";"628";"1738";"589"
"2017";"Renswoude";"353";"119";"78";"100";"26"
"2017";"Rhenen";"1275";"366";"167";"360";"123"
"2017";"De Ronde Venen";"2892";"801";"241";"962";"416"
"2017";"Schagen";"2844";"1092";"448";"951";"203"
"2017";"Schermer";"";"";"";"";""
"2017";"Schoorl";"";"";"";"";""
"2017";"Soest";"3025";"919";"255";"957";"392"
"2017";"Stede Broec";"1327";"519";"169";"403";"115"
"2017";"Stichtse Vecht";"3909";"1084";"381";"1214";"533"
"2017";"Texel";"873";"216";"109";"126";"30"
"2017";"Uitgeest";"885";"327";"108";"370";"127"
"2017";"Uithoorn";"1896";"598";"157";"654";"293"
"2017";"Utrecht (gemeente)";"16777";"5434";"1092";"13465";"19125"
"2017";"Utrechtse Heuvelrug";"3304";"788";"290";"867";"439"
"2017";"Veenendaal";"4104";"1628";"516";"1517";"472"
"2017";"Velsen";"3999";"1591";"545";"1338";"528"
"2017";"Venhuizen";"";"";"";"";""
"2017";"Vianen";"1234";"458";"155";"364";"122"
"2017";"Vijfheerenlanden";"";"";"";"";""
"2017";"Vleuten-De Meern";"";"";"";"";""
"2017";"Waterland";"1076";"266";"80";"311";"181"
"2017";"Weesp";"1035";"342";"68";"381";"160"
"2017";"Wervershoof";"";"";"";"";""
"2017";"Wester-Koggenland";"";"";"";"";""
"2017";"Wieringen";"";"";"";"";""
"2017";"Wieringermeer";"";"";"";"";""
"2017";"Wijdemeren";"1512";"422";"107";"426";"205"
"2017";"Wijk bij Duurstede";"1471";"559";"190";"439";"143"
"2017";"Woerden";"3467";"1103";"278";"1247";"472"
"2017";"Wognum";"";"";"";"";""
"2017";"Wormerland";"989";"394";"142";"337";"113"
"2017";"Woudenberg";"927";"248";"137";"326";"77"
"2017";"Zaanstad";"8691";"3805";"1155";"3171";"1087"
"2017";"Zandvoort";"831";"253";"64";"248";"115"
"2017";"Zeevang";"";"";"";"";""
"2017";"Zeist";"4084";"959";"260";"1410";"1293"
"2017";"Zijpe";"";"";"";"";""
"2018";"Aalburg";"849";"273";"165";"264";"62"
"2018";"Aalsmeer";"2164";"569";"173";"652";"311"
"2018";"Aarle-Rixtel";"";"";"";"";""
"2018";"Abcoude";"";"";"";"";""
"2018";"Akersloot";"";"";"";"";""
"2018";"Alkmaar";"5805";"2105";"956";"2304";"777"
"2018";"Alphen en Riel";"";"";"";"";""
"2018";"Alphen-Chaam";"564";"182";"73";"235";"68"
"2018";"Altena";"";"";"";"";""
"2018";"Amerongen";"";"";"";"";""
"2018";"Amersfoort";"10269";"3370";"903";"3998";"1563"
"2018";"Amstelveen";"4755";"998";"210";"1901";"3320"
"2018";"Amsterdam";"37514";"13986";"2922";"23232";"30446"
"2018";"Andijk";"";"";"";"";""
"2018";"Anna Paulowna";"";"";"";"";""
"2018";"Asten";"1025";"313";"121";"368";"90"
"2018";"Baarle-Nassau";"296";"93";"39";"108";"23"
"2018";"Baarn";"1450";"378";"139";"458";"217"
"2018";"Bakel en Milheeze";"";"";"";"";""
"2018";"Beek en Donk";"";"";"";"";""
"2018";"Beemster";"547";"186";"58";"199";"82"
"2018";"Bennebroek";"";"";"";"";""
"2018";"Bergeijk";"1023";"391";"153";"422";"114"
"2018";"Bergen (NH.)";"1712";"449";"193";"511";"283"
"2018";"Bergen op Zoom";"3671";"1433";"496";"1361";"377"
"2018";"Bergeyk";"";"";"";"";""
"2018";"Berkel-Enschot";"";"";"";"";""
"2018";"Berlicum";"";"";"";"";""
"2018";"Bernheze";"1941";"730";"286";"855";"235"
"2018";"Best";"1959";"683";"197";"790";"257"
"2018";"Beverwijk";"2166";"918";"392";"788";"281"
"2018";"De Bilt";"2978";"580";"208";"862";"686"
"2018";"Bladel";"1223";"431";"163";"453";"116"
"2018";"Bladel en Netersel";"";"";"";"";""
"2018";"Blaricum";"743";"123";"44";"160";"121"
"2018";"Bloemendaal";"1929";"203";"43";"368";"390"
"2018";"Boekel";"656";"264";"122";"281";"56"
"2018";"Boxmeer";"1695";"737";"206";"729";"213"
"2018";"Boxtel";"1843";"676";"196";"691";"243"
"2018";"Breda";"10362";"3527";"970";"9253";"1783"
"2018";"Breukelen";"";"";"";"";""
"2018";"Budel";"";"";"";"";""
"2018";"Bunnik";"1033";"217";"62";"334";"248"
"2018";"Bunschoten";"1310";"463";"326";"479";"114"
"2018";"Bussum";"";"";"";"";""
"2018";"Castricum";"2246";"625";"250";"928";"403"
"2018";"Chaam";"";"";"";"";""
"2018";"Cothen";"";"";"";"";""
"2018";"Cranendonck";"966";"362";"126";"437";"138"
"2018";"Cuijk";"1428";"602";"193";"612";"150"
"2018";"Deurne";"1648";"703";"316";"762";"205"
"2018";"Diemen";"1356";"503";"117";"1371";"1574"
"2018";"Diessen";"";"";"";"";""
"2018";"Dijk en Waard";"";"";"";"";""
"2018";"Dinteloord en Prinsenland";"";"";"";"";""
"2018";"Dongen";"1449";"565";"223";"599";"177"
"2018";"Doorn";"";"";"";"";""
"2018";"Drechterland";"1237";"474";"174";"388";"121"
"2018";"Driebergen-Rijsenburg";"";"";"";"";""
"2018";"Drimmelen";"1411";"637";"227";"499";"139"
"2018";"Drunen";"";"";"";"";""
"2018";"Den Dungen";"";"";"";"";""
"2018";"Dussen";"";"";"";"";""
"2018";"Edam-Volendam";"2401";"642";"350";"690";"385"
"2018";"Eemnes";"622";"193";"63";"214";"79"
"2018";"Eersel";"1023";"367";"156";"426";"145"
"2018";"Egmond";"";"";"";"";""
"2018";"Eindhoven";"10899";"3920";"1168";"8430";"7865"
"2018";"Enkhuizen";"956";"358";"162";"301";"83"
"2018";"Esch";"";"";"";"";""
"2018";"Etten-Leur";"2637";"892";"265";"964";"233"
"2018";"Fijnaart en Heijningen";"";"";"";"";""
"2018";"Geertruidenberg";"1207";"476";"222";"339";"95"
"2018";"Geldrop";"";"";"";"";""
"2018";"Geldrop-Mierlo";"2232";"826";"277";"907";"300"
"2018";"Gemert";"";"";"";"";""
"2018";"Gooise Meren";"4369";"726";"198";"1042";"747"
"2018";"Graft-De Rijp";"";"";"";"";""
"2018";"'s-Graveland";"";"";"";"";""
"2018";"Haarlem";"8483";"2415";"704";"3630";"1924"
"2018";"Haarlemmerliede en Spaarnwoude";"334";"108";"45";"137";"112"
"2018";"Haarlemmermeer";"10263";"3108";"862";"3525";"1671"
"2018";"Harenkarspel";"";"";"";"";""
"2018";"Harmelen";"";"";"";"";""
"2018";"Heemskerk";"2100";"873";"380";"882";"339"
"2018";"Heemstede";"1921";"232";"54";"413";"377"
"2018";"Heerhugowaard";"3603";"1346";"568";"1172";"330"
"2018";"Heiloo";"1592";"366";"118";"539";"253"
"2018";"Den Helder";"2758";"1429";"715";"809";"149"
"2018";"Hilversum";"5584";"1466";"464";"1866";"1017"
"2018";"Hollands Kroon";"2821";"1277";"548";"895";"166"
"2018";"Hoorn";"4210";"1761";"541";"1476";"553"
"2018";"Houten";"3902";"865";"263";"1216";"686"
"2018";"Huizen";"2516";"762";"243";"846";"397"
"2018";"IJsselstein";"2521";"806";"249";"769";"349"
"2018";"Koggenland";"1465";"566";"251";"531";"116"
"2018";"Landsmeer";"650";"195";"54";"224";"121"
"2018";"Langbroek";"";"";"";"";""
"2018";"Langedijk";"1846";"628";"318";"609";"176"
"2018";"Laren (NH.)";"825";"96";"23";"157";"123"
"2018";"Leersum";"";"";"";"";""
"2018";"Leusden";"1906";"544";"191";"705";"268"
"2018";"Limmen";"";"";"";"";""
"2018";"Loenen";"";"";"";"";""
"2018";"Loosdrecht";"";"";"";"";""
"2018";"Lopik";"1003";"389";"197";"340";"132"
"2018";"Maarn";"";"";"";"";""
"2018";"Maarssen";"";"";"";"";""
"2018";"Maartensdijk";"";"";"";"";""
"2018";"Medemblik";"2662";"1068";"390";"892";"248"
"2018";"Montfoort";"1011";"326";"120";"343";"124"
"2018";"Muiden";"";"";"";"";""
"2018";"Naarden";"";"";"";"";""
"2018";"Nederhorst den Berg";"";"";"";"";""
"2018";"Niedorp";"";"";"";"";""
"2018";"Nieuwegein";"3312";"1247";"447";"1339";"546"
"2018";"Noorder-Koggenland";"";"";"";"";""
"2018";"Obdam";"";"";"";"";""
"2018";"Oostzaan";"577";"196";"77";"208";"104"
"2018";"Opmeer";"734";"294";"114";"286";"77"
"2018";"Ouder-Amstel";"969";"200";"48";"306";"254"
"2018";"Oudewater";"599";"219";"100";"271";"69"
"2018";"Purmerend";"4560";"1869";"707";"1764";"655"
"2018";"Renswoude";"380";"117";"67";"106";"21"
"2018";"Rhenen";"1270";"379";"192";"378";"138"
"2018";"De Ronde Venen";"2829";"790";"277";"1012";"459"
"2018";"Schagen";"2787";"1016";"521";"944";"228"
"2018";"Schermer";"";"";"";"";""
"2018";"Schoorl";"";"";"";"";""
"2018";"Soest";"2929";"936";"273";"981";"428"
"2018";"Stede Broec";"1262";"508";"218";"412";"127"
"2018";"Stichtse Vecht";"3907";"1049";"403";"1228";"604"
"2018";"Texel";"791";"204";"123";"135";"58"
"2018";"Uitgeest";"874";"300";"132";"343";"129"
"2018";"Uithoorn";"1830";"557";"164";"681";"328"
"2018";"Utrecht (gemeente)";"17166";"5669";"1215";"12919";"19336"
"2018";"Utrechtse Heuvelrug";"3254";"756";"314";"899";"487"
"2018";"Veenendaal";"4027";"1630";"565";"1596";"469"
"2018";"Velsen";"3871";"1537";"632";"1361";"603"
"2018";"Venhuizen";"";"";"";"";""
"2018";"Vianen";"1221";"474";"157";"382";"131"
"2018";"Vijfheerenlanden";"";"";"";"";""
"2018";"Vleuten-De Meern";"";"";"";"";""
"2018";"Waterland";"1075";"257";"89";"358";"185"
"2018";"Weesp";"1020";"323";"94";"406";"174"
"2018";"Wervershoof";"";"";"";"";""
"2018";"Wester-Koggenland";"";"";"";"";""
"2018";"Wieringen";"";"";"";"";""
"2018";"Wieringermeer";"";"";"";"";""
"2018";"Wijdemeren";"1500";"407";"125";"440";"208"
"2018";"Wijk bij Duurstede";"1393";"573";"200";"484";"162"
"2018";"Woerden";"3409";"1170";"294";"1294";"496"
"2018";"Wognum";"";"";"";"";""
"2018";"Wormerland";"943";"383";"157";"380";"126"
"2018";"Woudenberg";"900";"258";"156";"338";"85"
"2018";"Zaanstad";"8539";"3824";"1291";"3258";"1146"
"2018";"Zandvoort";"832";"247";"64";"250";"140"
"2018";"Zeevang";"";"";"";"";""
"2018";"Zeist";"4090";"990";"321";"1437";"1363"
"2018";"Zijpe";"";"";"";"";""
"2019";"Aalburg";"";"";"";"";""
"2019";"Aalsmeer";"2233";"572";"181";"701";"357"
"2019";"Aarle-Rixtel";"";"";"";"";""
"2019";"Abcoude";"";"";"";"";""
"2019";"Akersloot";"";"";"";"";""
"2019";"Alkmaar";"5607";"2212";"969";"2265";"844"
"2019";"Alphen en Riel";"";"";"";"";""
"2019";"Alphen-Chaam";"522";"188";"69";"257";"75"
"2019";"Altena";"3374";"1106";"688";"1133";"341"
"2019";"Amerongen";"";"";"";"";""
"2019";"Amersfoort";"10194";"3309";"962";"4175";"1726"
"2019";"Amstelveen";"4882";"980";"223";"1895";"3463"
"2019";"Amsterdam";"37961";"13814";"3118";"23116";"31631"
"2019";"Andijk";"";"";"";"";""
"2019";"Anna Paulowna";"";"";"";"";""
"2019";"Asten";"980";"318";"127";"395";"95"
"2019";"Baarle-Nassau";"294";"117";"43";"100";"24"
"2019";"Baarn";"1416";"366";"147";"481";"240"
"2019";"Bakel en Milheeze";"";"";"";"";""
"2019";"Beek en Donk";"";"";"";"";""
"2019";"Beemster";"538";"185";"63";"203";"83"
"2019";"Bennebroek";"";"";"";"";""
"2019";"Bergeijk";"1006";"406";"174";"427";"116"
"2019";"Bergen (NH.)";"1695";"422";"206";"540";"296"
"2019";"Bergen op Zoom";"3542";"1404";"568";"1459";"376"
"2019";"Bergeyk";"";"";"";"";""
"2019";"Berkel-Enschot";"";"";"";"";""
"2019";"Berlicum";"";"";"";"";""
"2019";"Bernheze";"1869";"763";"275";"852";"248"
"2019";"Best";"1853";"706";"212";"811";"278"
"2019";"Beverwijk";"2159";"874";"405";"808";"318"
"2019";"De Bilt";"2949";"567";"220";"893";"724"
"2019";"Bladel";"1142";"435";"177";"470";"128"
"2019";"Bladel en Netersel";"";"";"";"";""
"2019";"Blaricum";"716";"129";"45";"164";"146"
"2019";"Bloemendaal";"1914";"194";"48";"405";"448"
"2019";"Boekel";"659";"259";"120";"284";"65"
"2019";"Boxmeer";"1760";"714";"224";"782";"215"
"2019";"Boxtel";"1864";"664";"221";"746";"258"
"2019";"Breda";"10268";"3540";"969";"9193";"1895"
"2019";"Breukelen";"";"";"";"";""
"2019";"Budel";"";"";"";"";""
"2019";"Bunnik";"984";"234";"74";"367";"255"
"2019";"Bunschoten";"1320";"448";"359";"520";"116"
"2019";"Bussum";"";"";"";"";""
"2019";"Castricum";"2056";"649";"242";"980";"426"
"2019";"Chaam";"";"";"";"";""
"2019";"Cothen";"";"";"";"";""
"2019";"Cranendonck";"986";"389";"124";"426";"140"
"2019";"Cuijk";"1376";"619";"207";"619";"165"
"2019";"Deurne";"1652";"680";"286";"765";"219"
"2019";"Diemen";"1355";"496";"116";"1343";"1909"
"2019";"Diessen";"";"";"";"";""
"2019";"Dijk en Waard";"";"";"";"";""
"2019";"Dinteloord en Prinsenland";"";"";"";"";""
"2019";"Dongen";"1426";"525";"250";"614";"190"
"2019";"Doorn";"";"";"";"";""
"2019";"Drechterland";"1189";"469";"169";"392";"121"
"2019";"Driebergen-Rijsenburg";"";"";"";"";""
"2019";"Drimmelen";"1345";"595";"251";"547";"150"
"2019";"Drunen";"";"";"";"";""
"2019";"Den Dungen";"";"";"";"";""
"2019";"Dussen";"";"";"";"";""
"2019";"Edam-Volendam";"2270";"662";"394";"765";"401"
"2019";"Eemnes";"619";"199";"60";"224";"90"
"2019";"Eersel";"1044";"347";"165";"424";"153"
"2019";"Egmond";"";"";"";"";""
"2019";"Eindhoven";"10784";"3942";"1300";"8455";"8120"
"2019";"Enkhuizen";"959";"367";"190";"323";"86"
"2019";"Esch";"";"";"";"";""
"2019";"Etten-Leur";"2632";"872";"290";"997";"258"
"2019";"Fijnaart en Heijningen";"";"";"";"";""
"2019";"Geertruidenberg";"1171";"473";"209";"388";"110"
